article_id,ticker,published_at,date,source_name,author,title,description,content,content_truncated,url,sentiment_score,sentiment_label,Open,High,Low,Close,Volume,Return_1D,MA_5,MA_21,MA_126,MA_252,Volatility_21
0,BRK-B,2026-03-23T07:20:51Z,2026-03-23,CNA,Unknown,"Tokio Marine to form partnership with Berkshire Hathaway, initially sell 2.49% stake","TOKYO, March 23 : Tokio Marine Holdings Inc said on Monday it would form a strategic partnership with Warren Buffett's Berkshire Hathaway by initially selling a 2.49 per cent stake through a third-party allotment of treasury shares.Berkshire Hathaway in 2019 …","TOKYO, March 23 : Tokio Marine Holdings Inc said on Monday it would form a strategic partnership with Warren Buffett's Berkshire Hathaway by initially selling a 2.49 per cent stake through a third-pa",True,https://www.channelnewsasia.com/business/tokio-marine-form-partnership-berkshire-hathaway-initially-sell-249-stake-6011011,0.0,neutral,483.5,485.9800109863281,479.0,479.9800109863281,4958000,-0.0019960732112215,483.89000244140624,491.29000418526783,495.3621431380984,496.5221820407444,0.0142116660296012
1,BRK-B,2026-03-23T09:09:10Z,2026-03-23,Financial Post,Business Wire,Berkshire Hathaway Specialty Insurance Launches Executive First D&O Liability Insurance Policies in Switzerland,BOSTON & ZURICH — Berkshire Hathaway Specialty Insurance (BHSI) today announced the introduction of two new Executive First D&O Liability Insurance policies in Switzerland: one tailored for commercial and industrial organizations and another for financial ins…,BOSTON &amp; ZURICH Berkshire Hathaway Specialty Insurance (BHSI) today announced the introduction of two new Executive First D&amp;O Liability Insurance policies in Switzerland: one tailored for com,True,https://financialpost.com/pmn/business-wire-news-releases-pmn/berkshire-hathaway-specialty-insurance-launches-executive-first-do-liability-insurance-policies-in-switzerland,-0.2023,negative,483.5,485.9800109863281,479.0,479.9800109863281,4958000,-0.0019960732112215,483.89000244140624,491.29000418526783,495.3621431380984,496.5221820407444,0.0142116660296012
2,BRK-B,2026-03-23T09:18:04Z,2026-03-23,Insurance Journal,"Lisa Du, Nao Sano","Tokio Marine to Form Partnership With Berkshire Hathaway, Initially Selling 2.49% Stake",Tokio Marine Holdings Inc. said on Monday it would form a strategic partnership with Warren Buffett’s Berkshire Hathaway by initially selling a 2.49% stake through a third-party allotment of treasury shares. Berkshire Hathaway in 2019 kicked off a number of …,"Berkshire Hathaway Inc. will invest 287.4 billion yen ($1.8 billion) in insurer Tokio Marine Holdings Inc., ramping up the US conglomerate’s exposure to the Japanese market.National Indemnity Company",True,https://www.insurancejournal.com/news/international/2026/03/23/862897.htm,0.0,neutral,483.5,485.9800109863281,479.0,479.9800109863281,4958000,-0.0019960732112215,483.89000244140624,491.29000418526783,495.3621431380984,496.5221820407444,0.0142116660296012
3,BRK-B,2026-03-23T09:31:00Z,2026-03-23,GlobeNewswire,SNS Insider pvt ltd,"Green Building Materials Market Anticipated to Touch USD 1,277.52 Billion by 2035 | SNS Insider","The Green Building Materials Market is expanding as demand rises for low-carbon, energy-efficient construction solutions, with the U.S. segment growing from USD 163.85 billion in 2025 to USD 503.58 billion by 2035 amid strong ESG and regulatory adoption. The …","Austin, March 23, 2026 (GLOBE NEWSWIRE) -- The Green Building Materials Market size was estimated at USD 415.39 billion in 2025 and is expected to reach USD 1,277.52 billion by 2035, growing at a CAG",True,https://www.globenewswire.com/news-release/2026/03/23/3260172/0/en/Green-Building-Materials-Market-Anticipated-to-Touch-USD-1-277-52-Billion-by-2035-SNS-Insider.html,0.2023,positive,483.5,485.9800109863281,479.0,479.9800109863281,4958000,-0.0019960732112215,483.89000244140624,491.29000418526783,495.3621431380984,496.5221820407444,0.0142116660296012
4,BRK-B,2026-03-23T10:12:27Z,2026-03-23,The Times of India,Reuters,Berkshire Hathaway eyes $1.8 billion stake in Tokio Marine,Tokio Marine Holdings Inc said on Monday it would form a strategic partnership with Warren Buffett's Berkshire Hathaway by initially selling a 2.49% stake through a third-party allotment of treasury shares.,"(What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2025, Share Market on Budget 2025 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest new",True,https://economictimes.indiatimes.com/markets/us-stocks/news/berkshire-hathaway-eyes-1-8-billion-stake-in-tokio-marine/articleshow/129749006.cms,0.5994,positive,483.5,485.9800109863281,479.0,479.9800109863281,4958000,-0.0019960732112215,483.89000244140624,491.29000418526783,495.3621431380984,496.5221820407444,0.0142116660296012
5,BRK-B,2026-03-23T11:13:45Z,2026-03-23,The Times of India,Sneha Kulkarni,Wealth quote of the day: Do not save what is left after spending; instead ….. by Warren Buffett,"Warren Buffett emphasizes the importance of saving first, then spending, as a crucial habit for long-term financial success. Developing this habit early is key to a brighter financial future.","A lot of people struggle to save money, even if they have a decent salary. Warren Buffet has pointed out how important it is to make saving a part of your life as a good habit for long-term success.",True,https://economictimes.indiatimes.com/wealth/invest/wealth-quote-of-the-day-do-not-save-what-is-left-after-spending-instead-by-warren-buffett/articleshow/129750564.cms,0.8519,positive,483.5,485.9800109863281,479.0,479.9800109863281,4958000,-0.0019960732112215,483.89000244140624,491.29000418526783,495.3621431380984,496.5221820407444,0.0142116660296012
6,BRK-B,2026-03-23T12:50:37Z,2026-03-23,Ibtimes.com.au,Mike Clair,"Warren Buffett: Berkshire Hathaway Resumes Buybacks, Partners with Tokio Marine, and Sits on Record $373B Cash","OMAHA, Neb. — Warren Buffett, the legendary investor who stepped down as CEO of Berkshire Hathaway Inc. at the end of 2025, remains a central figure in financial news as his successor navigates the conglomerate's transition.","OMAHA, Neb. — Warren Buffett, the legendary investor who stepped down as CEO of Berkshire Hathaway Inc. at the end of 2025, remains a central figure in financial news as his successor navigates the c",True,https://www.ibtimes.com.au/warren-buffett-berkshire-hathaway-resumes-buybacks-partners-tokio-marine-sits-record-373b-1864155,0.2263,positive,483.5,485.9800109863281,479.0,479.9800109863281,4958000,-0.0019960732112215,483.89000244140624,491.29000418526783,495.3621431380984,496.5221820407444,0.0142116660296012
7,BRK-B,2026-03-23T15:13:50Z,2026-03-23,Al Jazeera English,Sarah Shamim,"Energy, water, bonds: What are Iran’s targets if Trump hits power plants?",Donald Trump's Strait of Hormuz deadline for Iran raises concerns about attacks on energy in the Middle East.,"United States President Donald Trump has ordered the Department of Defense, which the Trump administration calls the Department of War, to pause attacks on Irans power infrastructure for five days, h",True,https://www.aljazeera.com/news/2026/3/23/energy-water-bonds-what-are-irans-targets-if-trump-hits-power-plants,-0.5423,negative,483.5,485.9800109863281,479.0,479.9800109863281,4958000,-0.0019960732112215,483.89000244140624,491.29000418526783,495.3621431380984,496.5221820407444,0.0142116660296012
8,BRK-B,2026-03-23T15:50:00Z,2026-03-23,Yahoo Entertainment,Unknown,Berkshire Hathaway Is Buying Back Its Own Stock for the First Time Since 2024. Here's What It Signals.,,"If you click 'Accept all', we and our partners, including 247 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us",True,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_f5f0c2a4-52f0-4d78-9d2a-28931126a49d,0.5423,positive,483.5,485.9800109863281,479.0,479.9800109863281,4958000,-0.0019960732112215,483.89000244140624,491.29000418526783,495.3621431380984,496.5221820407444,0.0142116660296012
9,BRK-B,2026-03-23T15:50:44Z,2026-03-23,Fortune,Sydney Lake,Meet the billionaires bankrolling March Madness Sweet 16 schools—from the Dallas Cowboys owner to Carlyle Group’s founder,"Billionaires like Carlyle Group's David Rubenstein, Dallas Cowboys owner Jerry Jones, and Houston Rockets owner Tilman Fertitta have poured tens of millions into the college basketball programs competing in the 2026 March Madness Sweet 16.",Behind the nations greatest college basketball teams is a steady flow of donations from billionaires with varying industry backgrounds and connections to the schools. Among them are the cofounder of,True,https://fortune.com/2026/03/23/billionaires-bankrolling-march-madness-sweet-16-2026/,0.6369,positive,483.5,485.9800109863281,479.0,479.9800109863281,4958000,-0.0019960732112215,483.89000244140624,491.29000418526783,495.3621431380984,496.5221820407444,0.0142116660296012
10,BRK-B,2026-03-23T17:29:09Z,2026-03-23,Fortune,Jacqueline Munis,Kalshi takes a page from Warren Buffett’s March Madness playbook by offering $1 billion for a perfect bracket,"For less-than-perfect brackets, Kalshi is promising $1 million to the user who correctly guesses the most winners.","Prediction market Kalshi loves a publicity stunt. In February, the company handed out free groceries to hundreds of New Yorkers. Now, its taking a page from Warren Buffetts playbook and offering a $1",True,https://fortune.com/2026/03/23/kalshi-march-madness-contest-warren-buffett-1-billion-prize-perfect-bracket/,0.7906,positive,483.5,485.9800109863281,479.0,479.9800109863281,4958000,-0.0019960732112215,483.89000244140624,491.29000418526783,495.3621431380984,496.5221820407444,0.0142116660296012
11,BRK-B,2026-03-24T06:15:00Z,2026-03-24,Motley Fool Australia,James Mickleboro,"Where to invest $50,000 in ASX ETFs for the next 10 years","Let's see why these funds could be worth holding tight to for the long term.
The post Where to invest $50,000 in ASX ETFs for the next 10 years appeared first on The Motley Fool Australia.","If you have $50,000 to invest, taking a long-term buy and hold approach can be a smart way to build wealth.
Rather than trying to time the market, focusing on quality investments and holding them ov",True,https://www.fool.com.au/2026/03/24/where-to-invest-50000-in-asx-etfs-for-the-next-10-years/,0.7096,positive,478.0,483.5,477.5499877929688,479.3299865722656,3434400,-0.0013542739263803,481.2400024414063,490.58714657738096,495.2480161152189,496.3532138400608,0.0141315955606356
12,BRK-B,2026-03-24T07:09:33Z,2026-03-24,Financial Post,Bloomberg News,Japan Stocks Rebound as Trump Delays Iran Strikes; Insurers Gain,"Japanese shares rose after Donald Trump’s postponement of attacks on Iranian energy infrastructure eased some concerns about the conflict, lifting risk appetite.","(Bloomberg) Japanese shares rose after Donald Trumps postponement of attacks on Iranian energy infrastructure eased some concerns about the conflict, lifting risk appetite.
THIS CONTENT IS RESERVED",True,https://financialpost.com/pmn/business-pmn/japan-stocks-rebound-as-trump-delays-iran-strikes-insurers-gain,-0.2023,negative,478.0,483.5,477.5499877929688,479.3299865722656,3434400,-0.0013542739263803,481.2400024414063,490.58714657738096,495.2480161152189,496.3532138400608,0.0141315955606356
13,BRK-B,2026-03-24T08:43:01Z,2026-03-24,The Times of India,Reuters,Global Markets | Japanese shares pare gains on doubts over Trump's Iran remarks,Japanese shares pared gains on Tuesday as investors remained unconvinced that U.S. President Donald Trump's comments about holding off on targeting Iran's energy infrastructure would lead to a breakthrough in the Middle East conflict.,Japanese shares pared gains on Tuesday as investors remained unconvinced that U.S. President Donald Trump's comments about holding off on targeting Iran's energy infrastructure would lead to a breakt,True,https://economictimes.indiatimes.com/markets/us-stocks/news/global-markets-japanese-shares-pare-gains-on-doubts-over-trumps-iran-remarks/articleshow/129771552.cms,0.4767,positive,478.0,483.5,477.5499877929688,479.3299865722656,3434400,-0.0013542739263803,481.2400024414063,490.58714657738096,495.2480161152189,496.3532138400608,0.0141315955606356
14,BRK-B,2026-03-24T15:17:18Z,2026-03-24,Yahoo Entertainment,Unknown,Berkshire Hathaway Is Betting Big on Little-Known Tokio Marine. Should You Buy the Stock Here?,,"If you click 'Accept all', we and our partners, including 251 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us",True,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_1dc1e48e-c34b-42f6-9835-32c03086a68c,0.5423,positive,478.0,483.5,477.5499877929688,479.3299865722656,3434400,-0.0013542739263803,481.2400024414063,490.58714657738096,495.2480161152189,496.3532138400608,0.0141315955606356
15,BRK-B,2026-03-24T18:33:28Z,2026-03-24,The Times of India,Shreya Biswas,"Quote of the day by Charlie Munger: 'The first rule is that you can't really know anything if you just remember...' - lessons on knowledge, latticework of mental models, and smarter decision-making by Poor Charlie's Almanack author and Berkshire Hathaway vice chairman","Quote of the day by Charlie Munger: He emphasized that true knowledge comes from connecting facts within a ""latticework of theory,"" not just memorization. This structured understanding allows for clearer thinking and better decision-making. Munger, a key figu…","Quote of the day by Charlie Munger: He emphasized that true knowledge comes from connecting facts within a ""latticework of theory,"" not just memorization. This structured understanding allows for cle",True,https://economictimes.indiatimes.com/news/international/us/quote-of-the-day-march-25-quote-of-the-day-by-charlie-munger-the-first-rule-is-that-you-cant-really-know-anything-if-you-just-remember-lessons-on-knowledge-latticework-of-mental-models-and-smarter-decision-making-by-poor-charlies-almanack-author-and-berkshire-hathaway-vice-chairman/articleshow/129783400.cms,0.4215,positive,478.0,483.5,477.5499877929688,479.3299865722656,3434400,-0.0013542739263803,481.2400024414063,490.58714657738096,495.2480161152189,496.3532138400608,0.0141315955606356
16,BRK-B,2026-03-25T08:05:59Z,2026-03-25,The Times of India,Reuters,Global Markets | Japan's Nikkei surges as Trump claims US negotiating end to Iran war,"Japan's Nikkei share average rose the most in a week on Wednesday, supported by cautious optimism that the Middle East crisis could move toward a potential settlement after recent volatility.","Japan's Nikkei share average rose the most in a week on Wednesday, supported by cautious optimism that the Middle East crisis could move toward a potential settlement after recent volatility.The benc",True,https://economictimes.indiatimes.com/markets/us-stocks/news/global-markets-japans-nikkei-surges-as-trump-claims-us-negotiating-end-to-iran-war/articleshow/129795212.cms,0.3612,positive,482.6300048828125,483.2300109863281,475.7300109863281,476.1900024414063,4402000,-0.0065507775829208,479.58400268554686,489.7147652762277,495.1058732290117,496.1561504545666,0.0141663155218749
17,BRK-B,2026-03-26T11:30:00Z,2026-03-26,GlobeNewswire,Bombardier Inc.,Bombardier Celebrates First Delivery of the Global 8000 Aircraft to Esteemed Customer NetJets,"MONTREAL, March 26, 2026 (GLOBE NEWSWIRE) -- Bombardier has celebrated the delivery of the first Global 8000 aircraft to fleet launch customer NetJets, a valued longtime customer and the world leader in private aviation. The delivery took place at Bombardier’…","<ul><li>NetJets is the fleet launch customer for the Global 8000 and, with this inaugural delivery, receives the first of 24 business jets of the type it intends to operate (1)</li><li>Delivery of th",True,https://www.globenewswire.com/news-release/2026/03/26/3262887/0/en/Bombardier-Celebrates-First-Delivery-of-the-Global-8000-Aircraft-to-Esteemed-Customer-NetJets.html,0.0,neutral,476.4400024414063,478.3800048828125,474.5,475.2699890136719,3774600,-0.0019320301203669,478.3419982910156,488.8233366466704,494.9326985677083,495.9434520176479,0.0141656064767944
18,BRK-B,2026-03-26T12:44:35Z,2026-03-26,Business Insider,tmohamed@businessinsider.com (Theron Mohamed),We chatted to Ray Dalio's AI clone. 'Digital Ray' was convincing until it made a bunch of weird and wonderful mistakes.,"Digital Ray insisted it was Ray Dalio himself, said Paul Giamatti played Michael Burry in ""The Big Short,"" and made up facts about Mark Cuban.","Ray Dalio invited his 2 million X followers on Tuesday to ""have a conversation"" with his AI clone, Digital Ray.
Business Insider did just that, and found the virtual doppelganger gave a passable imp",True,https://www.businessinsider.com/ray-dalio-ai-chatbot-test-burry-cuban-investing-billionaires-dollar-2026-3,0.0,neutral,476.4400024414063,478.3800048828125,474.5,475.2699890136719,3774600,-0.0019320301203669,478.3419982910156,488.8233366466704,494.9326985677083,495.9434520176479,0.0141656064767944
19,BRK-B,2026-03-27T10:09:41Z,2026-03-27,Fortune,Diane Brady,"Chubb’s CEO 25-page shareholder letter touches on China, AI, and the fragility of democracy: ‘I am both optimistic and I’m concerned’",Also: All the news and watercooler chat from Fortune.,"Good morning. This is peak season for shareholder letters, in which CEOs share observations about their results, priorities and views of the trends shaping business. Most are short, bland and to the",True,https://fortune.com/2026/03/27/chubbs-ceo-evan-greenberg-shareholder-letter-2026-china-ai/,0.6249,positive,474.1900024414063,474.7999877929688,467.2099914550781,468.489990234375,5382300,-0.0142655731184866,475.85199584960935,487.1957164946057,494.7226191929408,495.6866264948769,0.0136911069591299
20,BRK-B,2026-03-27T18:14:00Z,2026-03-27,GlobeNewswire,Fisher House Foundation,Second Fisher House Under Construction at the Pittsburgh VA,New Comfort House will more than double support to Veteran families. New Comfort House will more than double support to Veteran families.,"Pittsburgh, PA, March 27, 2026 (GLOBE NEWSWIRE) -- Ground was broken today for a second Fisher House supporting the VA Pittsburgh Healthcare System in Pittsburgh, Pennsylvania, increasing capacity fr",True,https://www.globenewswire.com/news-release/2026/03/27/3264044/0/en/Second-Fisher-House-Under-Construction-at-the-Pittsburgh-VA.html,-0.0516,negative,474.1900024414063,474.7999877929688,467.2099914550781,468.489990234375,5382300,-0.0142655731184866,475.85199584960935,487.1957164946057,494.7226191929408,495.6866264948769,0.0136911069591299
21,BRK-B,2026-03-30T14:09:17Z,2026-03-30,BroBible,Cass Anderson,UConn Is Two Wins Away From Winning Thousands Of People Free Furniture After Store’s Audacious Promo,"The University of Connecticut Huskies basketball program is on a historic run in the month of March. Both the men’s and women’s teams have advanced to the Final Four in their respective NCAA Tournaments. On the men’s side, the Huskies overcame a 19-point defi…","© Geoff Burke-© Chris Jones-Imagn Images
The University of Connecticut Huskies basketball program is on a historic run in the month of March. Both the men’s and women’s teams have advanced to the Fi",True,https://brobible.com/sports/article/ucon-basketball-jordans-furniture/,0.25,positive,470.6799926757813,477.6900024414063,470.6499938964844,474.6600036621094,4590900,0.0131700005471784,474.7879943847656,485.75333513532365,494.5212700253441,495.4490867493645,0.0140614663989158
22,BRK-B,2026-03-30T14:34:19Z,2026-03-30,Yahoo Entertainment,Unknown,Is Berkshire Hathaway (BRK.B) The Best Safe-Haven Stock to Buy According to Bill Gates?,,"If you click 'Accept all', we and our partners, including 251 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us",True,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_3807731a-4516-43e0-a444-cbf94dcd33b4,0.5423,positive,470.6799926757813,477.6900024414063,470.6499938964844,474.6600036621094,4590900,0.0131700005471784,474.7879943847656,485.75333513532365,494.5212700253441,495.4490867493645,0.0140614663989158
23,BRK-B,2026-03-30T15:00:57Z,2026-03-30,CNBC,Yun Li,Bill Ackman says it’s one of the best times in a long time to buy quality stocks,Ackman's bullish stance comes at a time when markets have been rattled by rising energy prices and sticky inflation concerns.,"Billionaire investor Bill Ackman said the current market dislocation has created one of the most attractive entry points for high-quality companies in years, urging investors to look past macro fears",True,https://www.cnbc.com/2026/03/30/bill-ackman-says-its-one-of-the-best-times-in-a-long-time-to-buy-quality-stocks.html,0.6361,positive,470.6799926757813,477.6900024414063,470.6499938964844,474.6600036621094,4590900,0.0131700005471784,474.7879943847656,485.75333513532365,494.5212700253441,495.4490867493645,0.0140614663989158
24,BRK-B,2026-03-30T18:03:41Z,2026-03-30,USA Today,"Josh Peter, USA TODAY",UConn basketball teams could cost furniture store millions,Jordan’s Furniture will be on the hook for $50 million if the UConn men's and women's basketball teams each play for the NCAA title.,"The Connecticut mens and womens basketball teams each are one victory away from the championship game of the NCAA Tournament, and that could be very expensive for a furniture store, an insurance comp",True,https://www.usatoday.com/story/sports/ncaab/tourney/2026/03/30/uconn-mens-womens-basketball-free-furniture-promotion/89388115007/,0.4404,positive,470.6799926757813,477.6900024414063,470.6499938964844,474.6600036621094,4590900,0.0131700005471784,474.7879943847656,485.75333513532365,494.5212700253441,495.4490867493645,0.0140614663989158
25,BRK-B,2026-03-31T09:00:00Z,2026-03-31,Forbes,"Tim Casey, Senior Contributor, 
 Tim Casey, Senior Contributor
 https://www.forbes.com/sites/timcasey/",Jordan’s Furniture Is Rooting For UConn Even As Customers May Receive Large Refunds,"If the UConn men’s and women’s teams advance to the national title game, anyone who bought items at Jordan’s Furniture between Jan. 20 and March 1 will receive a refund.","UConn guard Braylon Mullins (24) reacts with teammates after scoring the winning basket against Duke in the Elite Eight of the NCAA college basketball tournament, Sunday, March 29, 2026, in Washingto",True,https://www.forbes.com/sites/timcasey/2026/03/31/jordans-furniture-is-rooting-for-uconn-even-as-customers-may-receive-large-refunds/,0.5267,positive,477.7799987792969,479.80999755859375,474.7699890136719,479.2000122070313,4725300,0.0095647590062248,474.7619995117187,485.7071446010045,494.3621431380984,495.2621423630487,0.0095071565525476
